日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-02-12,601318,69.44,69.54,69.8,68.89,444339,3595991664.0,1.31,0.1,0.07,0.41
2020-02-13,601318,69.54,68.79,69.54,68.7,562604,4532120576.0,1.21,-1.08,-0.75,0.52
2020-02-14,601318,68.71,69.34,69.6,68.55,428765,3460459248.0,1.53,0.8,0.55,0.4
2020-02-17,601318,69.34,70.73,70.83,69.04,678119,5545284352.0,2.58,2.0,1.39,0.63
2020-02-18,601318,70.15,69.89,70.45,69.78,513200,4192774608.0,0.95,-1.19,-0.84,0.47
2020-02-19,601318,69.37,70.04,70.58,69.35,460474,3760231168.0,1.76,0.21,0.15,0.43
2020-02-20,601318,70.34,71.62,71.95,69.69,833043,6866907904.0,3.23,2.26,1.58,0.77
2020-02-21,601318,70.84,70.72,71.57,70.34,1093906,9020541440.0,1.72,-1.26,-0.9,1.01
2020-02-24,601318,69.34,69.06,69.64,68.84,1035103,8361285888.0,1.13,-2.35,-1.66,0.96
2020-02-25,601318,68.14,68.53,68.66,67.85,869001,6948570624.0,1.17,-0.77,-0.53,0.8
2020-02-26,601318,67.79,68.17,69.1,67.45,844167,6737172992.0,2.41,-0.53,-0.36,0.78
2020-02-27,601318,67.94,68.13,68.74,67.64,666793,5318013440.0,1.61,-0.06,-0.04,0.62
2020-02-28,601318,66.94,66.06,67.63,66.05,983923,7697148672.0,2.32,-3.04,-2.07,0.91
2020-03-02,601318,66.66,67.92,68.54,66.66,712323,5669190144.0,2.85,2.82,1.86,0.66
2020-03-03,601318,68.82,67.83,68.91,67.6,678238,5418803200.0,1.93,-0.13,-0.09,0.63
2020-03-04,601318,68.24,68.92,69.09,68.24,677575,5443423488.0,1.25,1.61,1.09,0.63
2020-03-05,601318,69.35,70.79,71.1,68.96,960643,7866801920.0,3.11,2.71,1.87,0.89
2020-03-06,601318,69.91,69.25,70.26,69.14,584186,4739601664.0,1.58,-2.18,-1.54,0.54
2020-03-09,601318,67.25,66.48,67.34,66.36,1055083,8277312768.0,1.42,-4.0,-2.77,0.97
2020-03-10,601318,66.48,67.52,68.12,66.17,717006,5645289728.0,2.93,1.56,1.04,0.66
2020-03-11,601318,67.52,66.49,67.59,66.49,591404,4645175552.0,1.63,-1.53,-1.03,0.55
2020-03-12,601318,65.59,64.99,65.82,64.87,901291,6925926400.0,1.43,-2.26,-1.5,0.83
2020-03-13,601318,60.48,63.05,64.32,60.44,1166157,8615758848.0,5.97,-2.99,-1.94,1.08
2020-03-16,601318,62.84,60.34,62.86,60.14,979173,7135463680.0,4.31,-4.3,-2.71,0.9
2020-03-17,601318,59.99,60.48,61.34,59.23,950923,6841593600.0,3.5,0.23,0.14,0.88
2020-03-18,601318,60.87,58.21,61.22,58.19,852181,6077848832.0,5.01,-3.75,-2.27,0.79
2020-03-19,601318,57.44,56.15,58.21,54.66,1236761,8385522944.0,6.1,-3.54,-2.06,1.14
2020-03-20,601318,57.05,57.34,57.74,55.69,887269,6081160960.0,3.65,2.12,1.19,0.82
2020-03-23,601318,54.34,55.1,55.84,54.34,684080,4566662400.0,2.62,-3.91,-2.24,0.63
2020-03-24,601318,56.29,57.29,57.39,56.16,791633,5419438592.0,2.23,3.97,2.19,0.73
2020-03-25,601318,58.94,58.69,59.57,58.22,928186,6547779584.0,2.36,2.44,1.4,0.86
2020-03-26,601318,57.82,58.53,59.34,57.69,549870,3859228592.0,2.81,-0.27,-0.16,0.51
2020-03-27,601318,59.59,58.06,59.63,58.06,603084,4246255808.0,2.68,-0.8,-0.47,0.56
2020-03-30,601318,56.94,57.49,57.73,56.79,467956,3222983520.0,1.62,-0.98,-0.57,0.43
2020-03-31,601318,58.45,57.51,58.69,57.35,425368,2967824560.0,2.33,0.03,0.02,0.39
2020-04-01,601318,57.34,57.66,58.81,57.24,556929,3887226528.0,2.73,0.26,0.15,0.51
2020-04-02,601318,56.74,58.01,58.01,56.1,512029,3512800752.0,3.31,0.61,0.35,0.47
2020-04-03,601318,57.44,57.2,57.6,56.75,420254,2892833248.0,1.47,-1.4,-0.81,0.39
2020-04-07,601318,58.42,58.31,58.64,57.9,619348,4330830336.0,1.29,1.94,1.11,0.57
2020-04-08,601318,57.91,57.73,58.14,57.66,362459,2521691760.0,0.82,-0.99,-0.58,0.33
2020-04-09,601318,57.99,57.98,58.3,57.72,368308,2567770384.0,1.0,0.43,0.25,0.34
2020-04-10,601318,57.99,59.33,60.77,57.72,766250,5445247232.0,5.26,2.33,1.35,0.71
2020-04-13,601318,58.79,58.47,59.13,58.34,355170,2495812256.0,1.33,-1.45,-0.86,0.33
2020-04-14,601318,59.02,59.36,59.51,58.59,429697,3041154496.0,1.57,1.52,0.89,0.4
2020-04-15,601318,59.41,59.19,59.72,58.99,381515,2707408704.0,1.23,-0.29,-0.17,0.35
2020-04-16,601318,58.84,58.72,59.05,58.5,282943,1992746672.0,0.93,-0.79,-0.47,0.26
2020-04-17,601318,59.44,60.74,61.66,59.13,903679,6519197440.0,4.31,3.44,2.02,0.83
2020-04-20,601318,61.23,61.84,62.14,60.44,654194,4785645824.0,2.8,1.81,1.1,0.6
2020-04-21,601318,61.39,60.71,61.82,59.85,568984,4118269232.0,3.19,-1.83,-1.13,0.53
2020-04-22,601318,60.34,60.41,60.41,59.82,377673,2709336480.0,0.97,-0.49,-0.3,0.35
2020-04-23,601318,60.73,60.5,61.14,60.16,329666,2379812928.0,1.62,0.15,0.09,0.3
2020-04-24,601318,59.37,58.84,59.37,58.64,667116,4705918976.0,1.21,-2.74,-1.66,0.62
2020-04-27,601318,58.96,59.54,59.95,58.96,481528,3433518800.0,1.68,1.19,0.7,0.44
2020-04-28,601318,59.84,60.72,61.02,59.31,613874,4420134656.0,2.87,1.98,1.18,0.57
2020-04-29,601318,60.72,62.34,62.54,60.72,531156,3917886432.0,3.0,2.67,1.62,0.49
2020-04-30,601318,62.8,62.8,63.64,62.55,486255,3635525680.0,1.75,0.74,0.46,0.45
2020-05-06,601318,61.64,62.15,62.32,61.24,629168,4613009920.0,1.72,-1.04,-0.65,0.58
2020-05-07,601318,62.04,61.57,62.04,61.15,403123,2946802576.0,1.43,-0.93,-0.58,0.37
2020-05-08,601318,62.44,62.61,62.93,61.7,404720,2944390960.0,2.0,1.69,1.04,0.37
2020-05-11,601318,62.75,63.54,64.44,62.75,495757,3677832432.0,2.7,1.49,0.93,0.46
2020-05-12,601318,63.54,63.57,63.97,63.11,415450,3071895584.0,1.35,0.05,0.03,0.38
2020-05-13,601318,63.24,62.98,63.57,62.29,288970,2118699104.0,2.01,-0.93,-0.59,0.27
2020-05-14,601318,62.64,61.87,62.64,61.81,349715,2535717392.0,1.32,-1.76,-1.11,0.32
2020-05-15,601318,62.25,61.87,62.74,61.82,317507,2301777680.0,1.49,0.0,0.0,0.29
2020-05-18,601318,61.84,61.84,62.62,61.33,308463,2228956640.0,2.09,-0.05,-0.03,0.28
2020-05-19,601318,62.82,62.54,63.24,62.25,341583,2493797104.0,1.6,1.13,0.7,0.32
2020-05-20,601318,62.64,62.59,62.83,62.14,274835,2000585104.0,1.1,0.08,0.05,0.25
2020-05-21,601318,62.84,62.02,62.94,62.0,312686,2277526272.0,1.5,-0.91,-0.57,0.29
2020-05-22,601318,61.7,59.76,61.74,59.74,577194,4091224720.0,3.22,-3.64,-2.26,0.53
2020-05-25,601318,59.64,59.67,59.72,58.64,417101,2901602624.0,1.81,-0.15,-0.09,0.39
2020-05-26,601318,60.63,60.15,60.64,59.96,271128,1912577648.0,1.14,0.8,0.48,0.25
2020-05-27,601318,60.36,60.29,61.22,60.16,287152,2036204896.0,1.76,0.23,0.14,0.27
2020-05-28,601318,60.32,61.15,61.63,60.32,414260,2961421776.0,2.17,1.43,0.86,0.38
2020-05-29,601318,60.54,60.35,60.94,60.12,268441,1901686640.0,1.34,-1.31,-0.8,0.25
2020-06-01,601318,61.04,61.8,61.87,60.87,457673,3296218944.0,1.66,2.4,1.45,0.42
2020-06-02,601318,61.66,63.92,64.17,61.65,810523,5968449024.0,4.08,3.43,2.12,0.75
2020-06-03,601318,64.64,64.65,66.33,64.64,991488,7515763712.0,2.64,1.14,0.73,0.92
2020-06-04,601318,65.06,64.78,65.35,64.22,453880,3410379328.0,1.75,0.2,0.13,0.42
2020-06-05,601318,64.78,64.94,65.08,64.04,349808,2618665520.0,1.61,0.25,0.16,0.32
2020-06-08,601318,65.34,66.36,66.86,65.34,766974,5884342016.0,2.34,2.19,1.42,0.71
2020-06-09,601318,66.37,66.14,66.82,65.96,388517,2977854240.0,1.3,-0.33,-0.22,0.36
2020-06-10,601318,66.22,65.22,66.34,65.11,345453,2619976608.0,1.86,-1.39,-0.92,0.32
2020-06-11,601318,64.85,63.86,65.11,63.44,586113,4367908864.0,2.56,-2.09,-1.36,0.54
2020-06-12,601318,62.74,63.79,63.79,62.61,488259,3587207264.0,1.85,-0.11,-0.07,0.45
2020-06-15,601318,63.32,62.18,63.42,62.09,551304,4024617712.0,2.08,-2.52,-1.61,0.51
2020-06-16,601318,63.24,63.1,63.32,62.78,341905,2510329760.0,0.87,1.48,0.92,0.32
2020-06-17,601318,62.84,62.65,63.02,62.24,325896,2375228576.0,1.24,-0.71,-0.45,0.3
2020-06-18,601318,62.49,63.04,63.41,62.02,418632,3062399440.0,2.22,0.62,0.39,0.39
2020-06-19,601318,63.08,63.06,63.73,62.64,635990,4672211712.0,1.73,0.03,0.02,0.59
2020-06-22,601318,62.64,62.41,63.56,62.25,671831,4908549120.0,2.08,-1.03,-0.65,0.62
2020-06-23,601318,62.14,61.6,62.24,61.31,779636,5610392832.0,1.49,-1.3,-0.81,0.72
2020-06-24,601318,61.89,61.9,62.49,61.65,605136,4380602880.0,1.36,0.49,0.3,0.56
2020-06-29,601318,61.71,60.65,61.9,60.44,714838,5089512960.0,2.36,-2.02,-1.25,0.66
2020-06-30,601318,61.0,61.04,61.42,60.64,451503,3222061872.0,1.29,0.64,0.39,0.42
2020-07-01,601318,61.23,63.14,63.14,60.84,967560,7027222016.0,3.77,3.44,2.1,0.89
2020-07-02,601318,62.92,65.64,65.65,62.64,1474467,11001772288.0,4.77,3.96,2.5,1.36
2020-07-03,601318,65.79,67.6,68.13,65.78,1703820,13197963008.0,3.58,2.99,1.96,1.57
2020-07-06,601318,68.76,73.76,74.52,68.76,2806695,23106295808.0,8.52,9.11,6.16,2.59
2020-07-07,601318,76.64,72.86,77.24,72.84,2222041,18920029696.0,5.97,-1.22,-0.9,2.05
2020-07-08,601318,73.75,75.33,76.64,73.49,1696390,14486522624.0,4.32,3.39,2.47,1.57
2020-07-09,601318,75.94,75.56,76.44,74.54,1424597,12240651520.0,2.52,0.31,0.23,1.32
2020-07-10,601318,74.65,71.98,75.01,71.75,1466620,12251530240.0,4.31,-4.74,-3.58,1.35
2020-07-13,601318,71.55,72.0,73.3,71.15,1179516,9725535232.0,2.99,0.03,0.02,1.09
2020-07-14,601318,72.01,70.94,72.87,70.25,988558,8093687552.0,3.64,-1.47,-1.06,0.91
2020-07-15,601318,71.79,69.86,72.03,69.76,922768,7478183680.0,3.2,-1.52,-1.08,0.85
2020-07-16,601318,70.94,67.86,71.61,67.74,1318170,10546372352.0,5.54,-2.86,-2.0,1.22
2020-07-17,601318,68.64,67.66,69.03,66.95,875035,6849600256.0,3.07,-0.29,-0.2,0.81
2020-07-20,601318,68.69,72.44,72.46,68.69,1377548,11212026880.0,5.57,7.06,4.78,1.27
2020-07-21,601318,72.59,70.4,72.84,70.01,904775,7340189184.0,3.91,-2.82,-2.04,0.84
2020-07-22,601318,69.85,69.57,71.49,69.08,877513,7056923392.0,3.42,-1.18,-0.83,0.81
2020-07-23,601318,68.64,68.64,69.52,67.66,782100,6158187264.0,2.67,-1.34,-0.93,0.72
2020-07-24,601318,68.52,66.64,68.53,66.02,1072693,8306516224.0,3.66,-2.91,-2.0,0.99
2020-07-27,601318,66.92,66.07,67.43,65.34,734799,5615185664.0,3.14,-0.86,-0.57,0.68
2020-07-28,601318,66.63,66.02,66.94,65.59,639859,4893527552.0,2.04,-0.08,-0.05,0.59
2020-07-29,601318,65.64,66.94,67.64,65.39,702865,5415279360.0,3.41,1.39,0.92,0.65
2020-07-30,601318,67.03,65.67,67.07,65.66,646243,4940867584.0,2.11,-1.9,-1.27,0.6
2020-07-31,601318,65.64,65.54,66.89,64.84,748520,5701005312.0,3.12,-0.2,-0.13,0.69
2020-08-03,601318,65.99,66.08,66.32,65.42,855248,6513674752.0,1.37,0.82,0.54,0.79
2020-08-04,601318,66.45,68.31,68.99,65.84,1481462,11554011392.0,4.77,3.37,2.23,1.37
2020-08-05,601318,67.58,66.77,67.59,66.24,787806,6075388416.0,1.98,-2.25,-1.54,0.73
2020-08-06,601318,66.64,66.79,67.53,65.85,647563,4979623168.0,2.52,0.03,0.02,0.6
2020-08-07,601318,66.6,65.97,67.31,65.65,549809,4215768272.0,2.49,-1.23,-0.82,0.51
2020-08-10,601318,65.66,66.65,67.33,65.46,700073,5396774656.0,2.83,1.03,0.68,0.65
2020-08-11,601318,67.09,66.41,68.32,66.15,775309,6036019200.0,3.26,-0.36,-0.24,0.72
2020-08-12,601318,66.44,66.8,67.1,66.04,586013,4513022464.0,1.6,0.59,0.39,0.54
2020-08-13,601318,67.14,66.24,67.24,66.15,421355,3236112224.0,1.63,-0.84,-0.56,0.39
2020-08-14,601318,66.11,67.83,68.13,65.98,632474,4893057536.0,3.25,2.4,1.59,0.58
2020-08-17,601318,67.87,70.74,72.21,67.87,1739400,14077887744.0,6.4,4.29,2.91,1.61
2020-08-18,601318,70.44,69.39,70.54,69.04,842506,6735058176.0,2.12,-1.91,-1.35,0.78
2020-08-19,601318,69.24,67.81,69.75,67.81,564734,4458976768.0,2.8,-2.28,-1.58,0.52
2020-08-20,601318,67.74,67.24,67.74,66.79,498422,3863022128.0,1.4,-0.84,-0.57,0.46
2020-08-21,601318,67.94,67.89,68.4,67.19,424459,3315620080.0,1.8,0.97,0.65,0.39
2020-08-24,601318,68.59,67.44,68.64,67.27,472804,3698163536.0,2.02,-0.66,-0.45,0.44
2020-08-25,601318,67.64,67.75,68.52,67.24,530479,4149072336.0,1.9,0.46,0.31,0.49
2020-08-26,601318,67.64,66.44,67.69,66.24,542775,4191632784.0,2.14,-1.93,-1.31,0.5
2020-08-27,601318,66.79,66.18,66.81,65.64,448834,3425207264.0,1.76,-0.39,-0.26,0.41
2020-08-28,601318,66.11,67.53,67.85,65.49,765028,5893644032.0,3.57,2.04,1.35,0.71
2020-08-31,601318,67.53,66.26,68.44,66.22,723130,5624026368.0,3.29,-1.88,-1.27,0.67
2020-09-01,601318,65.72,66.02,66.23,65.64,471251,3593513072.0,0.89,-0.36,-0.24,0.44
2020-09-02,601318,66.25,65.57,66.44,65.24,556377,4229574496.0,1.82,-0.68,-0.45,0.51
2020-09-03,601318,65.63,65.03,66.06,64.79,599837,4540579584.0,1.94,-0.82,-0.54,0.55
2020-09-04,601318,64.44,64.46,64.74,64.19,478256,3575937392.0,0.85,-0.88,-0.57,0.44
2020-09-07,601318,64.46,64.7,65.89,64.39,633251,4787525632.0,2.33,0.37,0.24,0.58
2020-09-08,601318,65.62,66.78,67.1,65.34,866030,6642255616.0,2.72,3.21,2.08,0.8
2020-09-09,601318,66.02,66.12,67.19,65.97,523982,4026858720.0,1.83,-0.99,-0.66,0.48
2020-09-10,601318,66.6,66.16,66.98,66.04,530354,4078037120.0,1.42,0.06,0.04,0.49
2020-09-11,601318,66.05,66.85,67.14,65.8,462178,3557564880.0,2.03,1.04,0.69,0.43
2020-09-14,601318,67.26,68.19,68.74,67.26,729992,5730571520.0,2.21,2.0,1.34,0.67
2020-09-15,601318,68.19,69.55,70.12,67.19,1014350,8095819008.0,4.3,1.99,1.36,0.94
2020-09-16,601318,69.73,69.04,69.93,68.88,467948,3693757696.0,1.51,-0.73,-0.51,0.43
2020-09-17,601318,69.55,69.44,70.22,69.14,668306,5303741184.0,1.56,0.58,0.4,0.62
2020-09-18,601318,70.04,73.33,73.5,69.92,1776008,14522782208.0,5.16,5.6,3.89,1.64
2020-09-21,601318,73.34,71.37,73.52,71.37,845314,6909679104.0,2.93,-2.67,-1.96,0.78
2020-09-22,601318,70.14,69.51,71.17,69.44,679381,5407048704.0,2.42,-2.61,-1.86,0.63
2020-09-23,601318,69.94,69.0,70.01,68.88,362116,2855189680.0,1.63,-0.73,-0.51,0.33
2020-09-24,601318,68.63,67.51,68.94,67.44,608373,4720617472.0,2.17,-2.16,-1.49,0.56
2020-09-25,601318,68.3,68.03,68.32,67.44,356684,2760347920.0,1.3,0.77,0.52,0.33
2020-09-28,601318,68.03,68.39,69.03,67.85,371774,2897251520.0,1.73,0.53,0.36,0.34
2020-09-29,601318,68.93,67.24,68.94,67.14,519920,4014297168.0,2.63,-1.68,-1.15,0.48
2020-09-30,601318,67.34,66.7,67.88,66.45,476258,3652745792.0,2.13,-0.8,-0.54,0.44
2020-10-09,601318,67.71,68.34,68.89,67.7,474288,3700952928.0,1.78,2.46,1.64,0.44
2020-10-12,601318,68.79,71.3,71.59,68.75,869929,7002973952.0,4.16,4.33,2.96,0.8
2020-10-13,601318,71.11,71.82,72.29,70.4,564429,4572861952.0,2.65,0.73,0.52,0.52
2020-10-14,601318,71.94,71.82,71.95,70.94,500396,4060079456.0,1.41,0.0,0.0,0.46
2020-10-15,601318,71.84,71.84,73.3,71.74,555022,4555169280.0,2.17,0.03,0.02,0.51
2020-10-16,601318,72.24,72.44,73.33,71.94,607033,4992393472.0,1.93,0.84,0.6,0.56
2020-10-19,601318,73.11,72.29,74.82,72.25,917424,7642713600.0,3.55,-0.21,-0.15,0.85
2020-10-20,601318,72.19,71.67,72.44,71.55,413186,3363220832.0,1.23,-0.86,-0.62,0.38
2020-10-21,601318,72.19,72.84,73.02,71.71,492492,4040506416.0,1.83,1.63,1.17,0.45
2020-10-22,601318,72.96,72.54,73.32,70.72,466971,3811833392.0,3.57,-0.41,-0.3,0.43
2020-10-23,601318,72.56,73.94,75.27,72.56,938809,7885042944.0,3.74,1.93,1.4,0.87
2020-10-26,601318,74.04,72.64,74.81,71.62,596325,4915201792.0,4.31,-1.76,-1.3,0.55
2020-10-27,601318,72.22,71.51,72.64,71.44,559257,4554557440.0,1.65,-1.56,-1.13,0.52
2020-10-28,601318,70.95,70.02,71.5,69.5,769797,6137912576.0,2.8,-2.08,-1.49,0.71
2020-10-29,601318,68.52,69.1,70.33,68.46,727554,5723421440.0,2.67,-1.31,-0.92,0.67
2020-10-30,601318,69.09,68.27,69.89,68.08,764599,5985865728.0,2.62,-1.2,-0.83,0.71
2020-11-02,601318,68.94,67.67,69.25,67.45,638720,4955636480.0,2.64,-0.88,-0.6,0.59
2020-11-03,601318,68.21,69.6,69.78,67.84,615433,4838929152.0,2.87,2.85,1.93,0.57
2020-11-04,601318,69.22,69.94,70.29,69.04,434671,3448542096.0,1.8,0.49,0.34,0.4
2020-11-05,601318,70.79,71.38,72.12,70.64,537095,4346336768.0,2.12,2.06,1.44,0.5
2020-11-06,601318,71.54,71.74,72.19,70.96,510389,4140944224.0,1.72,0.5,0.36,0.47
2020-11-09,601318,72.94,73.42,73.94,72.74,809965,6726290432.0,1.67,2.34,1.68,0.75
2020-11-10,601318,74.68,73.64,75.19,73.49,789003,6624999168.0,2.32,0.3,0.22,0.73
2020-11-11,601318,73.64,73.96,74.47,73.09,542825,4534083840.0,1.87,0.43,0.32,0.5
2020-11-12,601318,74.19,72.71,74.91,72.24,490544,4048788624.0,3.61,-1.69,-1.25,0.45
2020-11-13,601318,71.52,70.78,72.14,70.07,707942,5675497216.0,2.85,-2.65,-1.93,0.65
2020-11-16,601318,71.13,73.54,73.7,71.13,701434,5775792640.0,3.63,3.9,2.76,0.65
2020-11-17,601318,73.54,74.47,75.16,73.44,825064,6945950464.0,2.34,1.26,0.93,0.76
2020-11-18,601318,74.84,75.81,76.62,74.77,969658,8293242368.0,2.48,1.8,1.34,0.9
2020-11-19,601318,75.64,75.86,76.19,74.95,549005,4675267840.0,1.64,0.07,0.05,0.51
2020-11-20,601318,75.74,74.98,75.75,74.34,452986,3824038752.0,1.86,-1.16,-0.88,0.42
2020-11-23,601318,75.44,76.66,76.88,75.09,783776,6717179392.0,2.39,2.24,1.68,0.72
2020-11-24,601318,76.74,75.44,77.43,75.13,499930,4284342944.0,3.0,-1.59,-1.22,0.46
2020-11-25,601318,76.43,77.69,78.99,76.41,1223689,10732748800.0,3.42,2.98,2.25,1.13
2020-11-26,601318,77.45,79.59,79.83,77.09,909240,8027343360.0,3.53,2.45,1.9,0.84
2020-11-27,601318,79.94,80.54,80.7,78.95,747955,6694376960.0,2.2,1.19,0.95,0.69
2020-11-30,601318,81.44,80.47,85.06,80.47,1539196,14316071680.0,5.7,-0.09,-0.07,1.42
2020-12-01,601318,81.14,83.82,83.82,80.09,854206,7840114688.0,4.64,4.16,3.35,0.79
2020-12-02,601318,83.82,83.29,84.29,82.53,650688,6049580288.0,2.1,-0.63,-0.53,0.6
2020-12-03,601318,83.23,82.31,83.87,81.65,509917,4689461248.0,2.67,-1.18,-0.98,0.47
2020-12-04,601318,82.49,82.63,82.97,80.63,489295,4464927488.0,2.84,0.39,0.32,0.45
2020-12-07,601318,83.22,80.82,83.42,79.46,627788,5675145472.0,4.79,-2.19,-1.81,0.58
2020-12-08,601318,80.44,78.49,81.19,78.24,863340,7655879168.0,3.65,-2.88,-2.33,0.8
2020-12-09,601318,78.94,78.31,79.92,78.23,525005,4650557184.0,2.15,-0.23,-0.18,0.48
2020-12-10,601318,78.44,78.12,79.13,77.59,405753,3569375600.0,1.97,-0.24,-0.19,0.37
2020-12-11,601318,78.94,76.54,79.34,75.9,714942,6185908224.0,4.4,-2.02,-1.58,0.66
2020-12-14,601318,77.09,78.13,78.6,76.94,583862,5104281344.0,2.17,2.08,1.59,0.54
2020-12-15,601318,77.43,76.74,77.43,75.81,633104,5440988928.0,2.07,-1.78,-1.39,0.58
2020-12-16,601318,77.04,77.28,77.92,76.39,470705,4082011360.0,1.99,0.7,0.54,0.43
2020-12-17,601318,77.4,79.42,79.5,76.97,685463,6030510848.0,3.27,2.77,2.14,0.63
2020-12-18,601318,79.24,78.23,79.69,77.56,499816,4395183104.0,2.68,-1.5,-1.19,0.46
2020-12-21,601318,77.44,77.49,78.19,76.45,599733,5206712832.0,2.22,-0.95,-0.74,0.55
2020-12-22,601318,77.48,74.59,77.48,74.19,985960,8391031040.0,4.25,-3.74,-2.9,0.91
2020-12-23,601318,74.66,75.29,75.83,74.21,550371,4650859520.0,2.17,0.94,0.7,0.51
2020-12-24,601318,75.74,74.64,75.79,74.13,524791,4424689920.0,2.2,-0.86,-0.65,0.48
2020-12-25,601318,74.04,73.64,74.04,72.3,691408,5712810752.0,2.33,-1.34,-1.0,0.64
2020-12-28,601318,73.89,75.06,75.63,73.29,635199,5351448832.0,3.18,1.93,1.42,0.59
2020-12-29,601318,75.39,75.94,76.52,75.13,519316,4440460544.0,1.85,1.17,0.88,0.48
2020-12-30,601318,75.64,76.32,76.32,74.62,565707,4803060736.0,2.24,0.5,0.38,0.52
2020-12-31,601318,76.03,77.42,78.12,76.03,795809,6906071808.0,2.74,1.44,1.1,0.73
2021-01-04,601318,77.35,75.62,77.39,74.54,1036431,8814286848.0,3.68,-2.32,-1.8,0.96
2021-01-05,601318,74.94,74.71,74.94,73.29,1054786,8795809536.0,2.18,-1.2,-0.91,0.97
2021-01-06,601318,74.73,76.18,76.18,73.99,937598,7950362368.0,2.93,1.97,1.47,0.87
2021-01-07,601318,76.31,76.7,77.2,74.74,1069687,9137580544.0,3.23,0.68,0.52,0.99
2021-01-08,601318,76.66,76.54,77.7,75.65,1169368,10069057536.0,2.67,-0.21,-0.16,1.08
2021-01-11,601318,76.64,74.47,77.04,74.44,1098602,9329271296.0,3.4,-2.7,-2.07,1.01
2021-01-12,601318,74.32,78.26,78.26,73.77,1467556,12534640640.0,6.03,5.09,3.79,1.35
2021-01-13,601318,79.24,77.98,79.72,77.27,1390943,12223230720.0,3.13,-0.36,-0.28,1.28
2021-01-14,601318,78.84,75.71,78.96,75.32,1379274,11920236032.0,4.67,-2.91,-2.27,1.27
2021-01-15,601318,76.38,77.34,79.09,75.71,1587085,13814609152.0,4.46,2.15,1.63,1.47
2021-01-18,601318,77.44,77.64,78.09,75.74,1162420,10058906368.0,3.04,0.39,0.3,1.07
2021-01-19,601318,78.02,77.24,78.59,76.48,1103328,9590457344.0,2.72,-0.52,-0.4,1.02
2021-01-20,601318,77.56,75.64,77.77,75.35,1319776,11316059392.0,3.13,-2.07,-1.6,1.22
2021-01-21,601318,75.8,74.88,75.85,74.24,1393055,11761468160.0,2.13,-1.0,-0.76,1.29
2021-01-22,601318,75.44,74.24,75.59,73.96,1162752,9781081856.0,2.18,-0.85,-0.64,1.07
2021-01-25,601318,74.14,75.32,75.32,73.02,1279801,10711676928.0,3.1,1.45,1.08,1.18
2021-01-26,601318,74.94,73.44,75.32,73.32,1051397,8787960576.0,2.66,-2.5,-1.88,0.97
2021-01-27,601318,73.42,73.48,74.35,73.02,682738,5679886848.0,1.81,0.05,0.04,0.63
