日期,股票代码,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-08-03,600276,76.56,76.98,77.43,75.56,639978,5931855360.0,2.4,-1.26,-0.98,1.21
2020-08-04,600276,77.23,77.63,79.16,77.19,407385,3857608928.0,2.56,0.84,0.65,0.77
2020-08-05,600276,77.55,76.64,77.74,76.3,383115,3559444304.0,1.85,-1.28,-0.99,0.72
2020-08-06,600276,76.82,75.15,77.05,74.74,477497,4363187200.0,3.01,-1.94,-1.49,0.9
2020-08-07,600276,75.4,75.31,75.95,73.91,329883,2987964688.0,2.71,0.21,0.16,0.62
2020-08-10,600276,75.41,74.97,75.64,74.09,287939,2612249552.0,2.06,-0.45,-0.34,0.54
2020-08-11,600276,75.54,75.8,76.91,75.31,350843,3240241664.0,2.13,1.11,0.83,0.66
2020-08-12,600276,75.8,74.32,76.12,73.48,353339,3175711824.0,3.48,-1.95,-1.48,0.67
2020-08-13,600276,75.09,73.38,75.09,73.31,263858,2357707888.0,2.4,-1.26,-0.94,0.5
2020-08-14,600276,73.46,73.9,74.15,72.62,242375,2154357296.0,2.09,0.71,0.52,0.46
2020-08-17,600276,74.3,75.06,75.55,73.63,343677,3104127440.0,2.6,1.57,1.16,0.65
2020-08-18,600276,75.31,77.15,78.2,75.31,449291,4198792288.0,3.85,2.78,2.09,0.85
2020-08-19,600276,77.48,76.59,78.36,76.41,327704,3077103792.0,2.53,-0.73,-0.56,0.62
2020-08-20,600276,76.59,75.73,77.1,75.31,203114,1869239760.0,2.34,-1.12,-0.86,0.38
2020-08-21,600276,76.89,75.81,77.35,74.98,205669,1892059472.0,3.13,0.11,0.08,0.39
2020-08-24,600276,76.8,76.33,76.81,75.69,177433,1641506976.0,1.48,0.69,0.52,0.34
2020-08-25,600276,76.8,77.64,78.19,76.65,249792,2347765536.0,2.02,1.72,1.31,0.47
2020-08-26,600276,77.67,78.13,79.26,77.4,268723,2551454992.0,2.4,0.63,0.49,0.51
2020-08-27,600276,78.13,77.74,78.38,76.47,213100,1994485344.0,2.44,-0.5,-0.39,0.4
2020-08-28,600276,77.06,78.8,78.9,76.74,281548,2663680864.0,2.78,1.36,1.06,0.53
2020-08-31,600276,79.15,78.37,79.77,78.24,272986,2617730528.0,1.94,-0.55,-0.43,0.52
2020-09-01,600276,78.05,77.64,78.94,77.1,209669,1973872640.0,2.35,-0.93,-0.73,0.4
2020-09-02,600276,78.48,78.23,78.48,76.49,273407,2571096448.0,2.56,0.76,0.59,0.52
2020-09-03,600276,78.23,78.48,79.21,77.55,196908,1871630208.0,2.12,0.32,0.25,0.37
2020-09-04,600276,77.55,77.24,77.9,76.29,254465,2370058032.0,2.05,-1.58,-1.24,0.48
2020-09-07,600276,76.81,75.65,77.47,75.56,233966,2161112128.0,2.47,-2.06,-1.59,0.44
2020-09-08,600276,75.66,76.25,76.72,75.31,205176,1891551104.0,1.86,0.79,0.6,0.39
2020-09-09,600276,75.6,74.56,76.04,73.9,210803,1913411104.0,2.81,-2.22,-1.69,0.4
2020-09-10,600276,75.56,74.93,75.95,74.57,162648,1482657248.0,1.85,0.5,0.37,0.31
2020-09-11,600276,73.98,75.82,76.2,73.98,183390,1671006192.0,2.96,1.19,0.89,0.35
2020-09-14,600276,76.06,75.45,76.3,75.41,154824,1422039456.0,1.17,-0.49,-0.37,0.29
2020-09-15,600276,75.4,75.23,75.42,74.33,148881,1351095824.0,1.44,-0.29,-0.22,0.28
2020-09-16,600276,75.48,74.1,75.9,73.98,195171,1759609152.0,2.55,-1.5,-1.13,0.37
2020-09-17,600276,73.55,71.22,74.01,70.98,423045,3676808560.0,4.09,-3.89,-2.88,0.8
2020-09-18,600276,71.31,73.46,73.46,71.16,297717,2604300144.0,3.23,3.15,2.24,0.56
2020-09-21,600276,73.31,73.06,73.86,72.44,168298,1492692224.0,1.93,-0.54,-0.4,0.32
2020-09-22,600276,72.65,73.73,74.4,72.64,204940,1833962320.0,2.41,0.92,0.67,0.39
2020-09-23,600276,73.85,74.18,74.73,73.35,155195,1395971888.0,1.87,0.61,0.45,0.29
2020-09-24,600276,73.94,72.53,73.94,72.06,173027,1524073584.0,2.53,-2.22,-1.65,0.33
2020-09-25,600276,72.9,73.02,73.16,72.1,141113,1241797264.0,1.46,0.68,0.49,0.27
2020-09-28,600276,73.05,73.13,73.95,72.74,145685,1293975168.0,1.66,0.15,0.11,0.28
2020-09-29,600276,73.71,74.22,74.65,73.4,177814,1597437968.0,1.71,1.49,1.09,0.34
2020-09-30,600276,74.64,74.16,75.96,73.9,234316,2128600256.0,2.78,-0.08,-0.06,0.44
2020-10-09,600276,75.98,75.94,76.35,75.02,195761,1796369488.0,1.79,2.4,1.78,0.37
2020-10-12,600276,76.3,77.81,77.9,76.3,246020,2303160320.0,2.11,2.46,1.87,0.46
2020-10-13,600276,77.81,77.4,78.22,76.9,186964,1754510432.0,1.7,-0.53,-0.41,0.35
2020-10-14,600276,77.22,76.81,77.7,76.61,210900,1967489712.0,1.41,-0.76,-0.59,0.4
2020-10-15,600276,76.81,76.95,77.35,76.45,178035,1658769728.0,1.17,0.18,0.14,0.34
2020-10-16,600276,77.61,76.9,77.81,76.08,176502,1643256672.0,2.25,-0.06,-0.05,0.33
2020-10-19,600276,77.38,75.58,77.65,75.24,207159,1913343152.0,3.13,-1.72,-1.32,0.39
2020-10-20,600276,75.47,75.15,75.58,74.03,222967,2021368416.0,2.05,-0.57,-0.43,0.42
2020-10-21,600276,75.16,73.96,75.31,73.49,288336,2585180272.0,2.42,-1.58,-1.19,0.54
2020-10-22,600276,73.93,73.95,73.95,73.06,161529,1438790912.0,1.2,-0.01,-0.01,0.31
2020-10-23,600276,73.95,72.77,74.2,72.71,145912,1296443328.0,2.01,-1.6,-1.18,0.28
2020-10-26,600276,72.73,73.63,73.93,72.31,125432,1114391280.0,2.23,1.18,0.86,0.24
2020-10-27,600276,73.61,73.67,74.1,72.9,152410,1360018208.0,1.63,0.05,0.04,0.29
2020-10-28,600276,73.67,75.45,75.98,73.07,260264,2360524352.0,3.95,2.42,1.78,0.49
2020-10-29,600276,74.89,75.18,75.98,74.15,238522,2170210896.0,2.43,-0.36,-0.27,0.45
2020-10-30,600276,75.28,73.35,75.47,72.92,303491,2707793120.0,3.39,-2.43,-1.83,0.57
2020-11-02,600276,73.13,73.67,73.9,72.48,214137,1897108224.0,1.94,0.44,0.32,0.4
2020-11-03,600276,73.84,74.44,74.67,73.49,196300,1762618064.0,1.6,1.05,0.77,0.37
2020-11-04,600276,74.47,74.45,74.73,73.96,139726,1258240944.0,1.03,0.01,0.01,0.26
2020-11-05,600276,75.46,75.31,76.15,74.86,180906,1652154720.0,1.73,1.16,0.86,0.34
2020-11-06,600276,75.73,73.39,75.8,72.65,319762,2851289088.0,4.18,-2.55,-1.92,0.6
2020-11-09,600276,73.55,73.79,74.26,73.15,314853,2809944000.0,1.51,0.55,0.4,0.59
2020-11-10,600276,73.98,72.6,74.18,72.37,300413,2656505952.0,2.45,-1.61,-1.19,0.57
2020-11-11,600276,72.6,71.12,72.6,70.9,351044,3030086192.0,2.34,-2.04,-1.48,0.66
2020-11-12,600276,71.4,71.44,71.95,71.15,195162,1693198272.0,1.12,0.45,0.32,0.37
2020-11-13,600276,71.48,70.56,71.6,70.3,294420,2515636752.0,1.82,-1.23,-0.88,0.56
2020-11-16,600276,71.06,70.67,71.27,70.1,203858,1741000256.0,1.66,0.16,0.11,0.38
2020-11-17,600276,70.68,70.59,70.84,70.06,215696,1840888128.0,1.1,-0.11,-0.08,0.41
2020-11-18,600276,70.6,71.49,72.05,70.6,240688,2086505920.0,2.05,1.27,0.9,0.45
2020-11-19,600276,71.81,72.06,72.31,71.4,180169,1570090304.0,1.27,0.8,0.57,0.34
2020-11-20,600276,72.06,71.74,72.38,71.54,171634,1494494224.0,1.17,-0.44,-0.32,0.32
2020-11-23,600276,71.74,71.08,71.81,70.15,328838,2812155520.0,2.31,-0.92,-0.66,0.62
2020-11-24,600276,71.07,71.95,71.99,70.59,238378,2060373712.0,1.97,1.22,0.87,0.45
2020-11-25,600276,71.95,71.09,72.09,70.9,200238,1731392432.0,1.65,-1.2,-0.86,0.38
2020-11-26,600276,71.64,70.98,71.78,70.22,156072,1340917680.0,2.19,-0.15,-0.11,0.29
2020-11-27,600276,70.88,71.77,71.8,70.17,162138,1398744576.0,2.3,1.11,0.79,0.31
2020-11-30,600276,71.56,70.97,72.23,70.97,241934,2096641072.0,1.76,-1.11,-0.8,0.46
2020-12-01,600276,71.22,72.32,72.55,71.1,245353,2140841792.0,2.04,1.9,1.35,0.46
2020-12-02,600276,72.49,72.25,72.55,71.79,159663,1396299712.0,1.05,-0.1,-0.07,0.3
2020-12-03,600276,72.48,74.3,74.4,72.33,321789,2876193232.0,2.87,2.84,2.05,0.61
2020-12-04,600276,74.22,75.41,75.56,73.9,301797,2741646544.0,2.23,1.49,1.11,0.57
2020-12-07,600276,75.8,74.21,75.8,73.74,239912,2159562320.0,2.73,-1.59,-1.2,0.45
2020-12-08,600276,74.95,74.37,74.97,74.06,145613,1313065808.0,1.23,0.22,0.16,0.27
2020-12-09,600276,74.86,72.85,74.86,72.75,223855,1989629040.0,2.84,-2.04,-1.52,0.42
2020-12-10,600276,72.65,73.48,74.06,72.3,172351,1534308960.0,2.42,0.86,0.63,0.33
2020-12-11,600276,73.98,73.9,75.0,73.15,259012,2326177760.0,2.52,0.57,0.42,0.49
2020-12-14,600276,73.5,74.4,74.64,72.67,178858,1608695424.0,2.67,0.68,0.5,0.34
2020-12-15,600276,74.41,80.16,80.39,74.41,771545,7378730240.0,8.04,7.74,5.76,1.46
2020-12-16,600276,80.21,80.15,80.88,78.96,410625,3982147120.0,2.4,-0.01,-0.01,0.78
2020-12-17,600276,84.31,86.96,88.24,83.49,903875,9495304192.0,5.93,8.5,6.81,1.71
2020-12-18,600276,87.49,87.36,88.85,86.33,463821,4920007168.0,2.9,0.46,0.4,0.88
2020-12-21,600276,87.44,89.2,89.8,86.71,369736,3961393648.0,3.54,2.11,1.84,0.7
2020-12-22,600276,89.15,87.81,90.13,87.65,284836,3053487968.0,2.78,-1.56,-1.39,0.54
2020-12-23,600276,88.8,87.65,89.44,87.1,298966,3188306592.0,2.66,-0.18,-0.16,0.56
2020-12-24,600276,88.06,89.98,91.9,87.74,283334,3099032240.0,4.75,2.66,2.33,0.54
2020-12-25,600276,90.0,95.15,96.4,89.73,324330,3706407248.0,7.41,5.75,5.17,0.61
2020-12-28,600276,95.98,91.81,96.35,90.98,394340,4419219712.0,5.64,-3.51,-3.34,0.74
2020-12-29,600276,92.5,89.55,93.17,87.69,377975,4096371024.0,5.97,-2.46,-2.26,0.71
2020-12-30,600276,90.13,93.23,93.8,89.98,362171,4048968064.0,4.27,4.11,3.68,0.68
2020-12-31,600276,93.1,92.2,93.2,90.99,281569,3139202864.0,2.37,-1.1,-1.03,0.53
2021-01-04,600276,92.64,91.98,94.05,91.81,363423,4072713008.0,2.43,-0.24,-0.22,0.69
2021-01-05,600276,91.98,93.67,96.53,91.97,417628,4763614464.0,4.96,1.84,1.69,0.79
2021-01-06,600276,93.69,94.08,95.87,92.65,283700,3219508640.0,3.44,0.44,0.41,0.54
2021-01-07,600276,95.03,95.15,95.15,92.48,329276,3720602736.0,2.84,1.14,1.07,0.62
2021-01-08,600276,95.25,93.66,96.7,92.77,307676,3499188272.0,4.13,-1.57,-1.49,0.58
2021-01-11,600276,92.91,92.06,94.44,90.98,272011,3055535872.0,3.69,-1.71,-1.6,0.51
2021-01-12,600276,92.05,94.4,94.75,90.98,286388,3236967856.0,4.1,2.54,2.34,0.54
2021-01-13,600276,94.32,93.12,94.72,92.33,237719,2677656704.0,2.53,-1.36,-1.28,0.45
2021-01-14,600276,93.12,91.13,93.42,89.81,300416,3321158496.0,3.88,-2.14,-1.99,0.57
2021-01-15,600276,92.23,90.84,92.23,89.32,247071,2712379680.0,3.19,-0.32,-0.29,0.47
2021-01-18,600276,90.17,89.17,91.26,88.8,235132,2543706272.0,2.71,-1.84,-1.67,0.44
2021-01-19,600276,89.73,86.77,89.73,86.21,348142,3676873520.0,3.95,-2.69,-2.4,0.66
2021-01-20,600276,87.56,87.62,88.92,86.81,305027,3235274880.0,2.43,0.98,0.85,0.58
2021-01-21,600276,87.65,89.44,89.98,87.13,382935,4101405936.0,3.25,2.08,1.82,0.72
2021-01-22,600276,89.28,93.15,93.48,88.57,411308,4580183808.0,5.49,4.15,3.71,0.78
2021-01-25,600276,93.3,92.19,94.0,90.56,387944,4327402240.0,3.69,-1.03,-0.96,0.73
2021-01-26,600276,91.44,88.48,92.05,88.27,339761,3679207536.0,4.1,-4.02,-3.71,0.64
2021-01-27,600276,89.06,88.16,89.46,87.23,230270,2461916688.0,2.52,-0.36,-0.32,0.43
2021-01-28,600276,88.1,86.53,89.3,85.46,282737,2965224336.0,4.36,-1.85,-1.63,0.53
